Concentration relative to reference,Metabolite,Rate,Rate (mmol/min/gBW)
1.3182567385564075,Glucose,Glycolysis,0.6749872716876518
1.3803842646028852,Glucose,Glycolysis,0.7026497545161127
1.4454397707459279,Glucose,Glycolysis,0.731269998391055
1.5135612484362087,Glucose,Glycolysis,0.7608666783348412
1.584893192461114,Glucose,Glycolysis,0.7914576243143435
1.6595869074375613,Glucose,Glycolysis,0.8230597053683928
1.7378008287493762,Glucose,Glycolysis,0.8556887093653868
1.8197008586099843,Glucose,Glycolysis,0.889359218846552
1.9054607179632483,Glucose,Glycolysis,0.9240844834958777
1.9952623149688808,Glucose,Glycolysis,0.9598762898666046
2.0892961308540388,Glucose,Glycolysis,0.9967448290853334
2.1877616239495516,Glucose,Glycolysis,1.0346985633472081
2.2908676527677723,Glucose,Glycolysis,1.0737440921078385
2.39883291901949,Glucose,Glycolysis,1.1138860189681992
2.5118864315095797,Glucose,Glycolysis,1.1551268203358744
2.6302679918953813,Glucose,Glycolysis,1.1974667170279518
2.7542287033381663,Glucose,Glycolysis,1.240903550055548
2.8840315031266055,Glucose,Glycolysis,1.2854326618953018
3.019951720402016,Glucose,Glycolysis,1.3310467846070182
3.1622776601683795,Glucose,Glycolysis,1.3777359361968438
3.311311214825911,Glucose,Glycolysis,1.4254873266496766
3.4673685045253166,Glucose,Glycolysis,1.4742852750610114
3.630780547701014,Glucose,Glycolysis,1.5241111392851001
3.801893963205613,Glucose,Glycolysis,1.5749432594815558
3.981071705534973,Glucose,Glycolysis,1.626756916884974
4.168693834703355,Glucose,Glycolysis,1.679524309040767
4.365158322401661,Glucose,Glycolysis,1.733214542644636
4.570881896148752,Glucose,Glycolysis,1.7877936449929435
4.786300923226385,Glucose,Glycolysis,1.843224594897049
5.011872336272725,Glucose,Glycolysis,1.8994673737376375
5.248074602497728,Glucose,Glycolysis,1.9564790371367695
5.4954087385762485,Glucose,Glycolysis,2.014213807508198
5.754399373371572,Glucose,Glycolysis,2.0726231875132495
6.025595860743581,Glucose,Glycolysis,2.131656094203791
6.309573444801936,Glucose,Glycolysis,2.1912590133794345
6.6069344800759575,Glucose,Glycolysis,2.2513761734276416
6.918309709189363,Glucose,Glycolysis,2.3119497376574616
7.244359600749899,Glucose,Glycolysis,2.372920013885334
7.585775750291836,Glucose,Glycolysis,2.4342256797897717
7.943282347242813,Glucose,Glycolysis,2.4958040223257747
8.317637711026709,Glucose,Glycolysis,2.5575911892845062
8.709635899560805,Glucose,Glycolysis,2.6195224509034296
9.120108393559097,Glucose,Glycolysis,2.68153246928102
9.549925860214358,Glucose,Glycolysis,2.743555573231487
10.0,Glucose,Glycolysis,2.8055260361317766
10.471285480508996,Glucose,Glycolysis,2.8673783542670312
10.964781961431852,Glucose,Glycolysis,2.929047523173055
11.481536214968829,Glucose,Glycolysis,2.990469309505126
12.02264434617413,Glucose,Glycolysis,3.0515805160311773
12.589254117941675,Glucose,Glycolysis,3.1123192374521027
13.182567385564074,Glucose,Glycolysis,3.1726251048905807
13.803842646028853,Glucose,Glycolysis,3.2324395170589133
14.45439770745928,Glucose,Glycolysis,3.291705856312279
15.135612484362087,Glucose,Glycolysis,3.3503696880121243
15.848931924611142,Glucose,Glycolysis,3.4083789418603563
16.595869074375614,Glucose,Glycolysis,3.465684074113736
17.378008287493763,Glucose,Glycolysis,3.5222382098440757
18.197008586099845,Glucose,Glycolysis,3.577997264668769
19.054607179632484,Glucose,Glycolysis,3.6329200456326975
19.952623149688808,Glucose,Glycolysis,3.6869683311722743
20.892961308540407,Glucose,Glycolysis,3.7401069303310877
21.87761623949552,Glucose,Glycolysis,3.792303721620502
22.908676527677724,Glucose,Glycolysis,3.843529672124777
23.9883291901949,Glucose,Glycolysis,3.8937588376359478
25.118864315095795,Glucose,Glycolysis,3.942968344767173
26.302679918953814,Glucose,Glycolysis,3.991138356133095
27.542287033381662,Glucose,Glycolysis,4.038252019801214
28.84031503126606,Glucose,Glycolysis,4.084295404309389
30.19951720402016,Glucose,Glycolysis,4.12925742061144
31.622776601683793,Glucose,Glycolysis,4.1731297323566
33.11311214825911,Glucose,Glycolysis,4.215906655930135
34.673685045253166,Glucose,Glycolysis,4.257585051683713
36.30780547701014,Glucose,Glycolysis,4.298164207766568
38.018939632056124,Glucose,Glycolysis,4.33764571793443
39.810717055349734,Glucose,Glycolysis,4.376033354664461
41.68693834703355,Glucose,Glycolysis,4.413332938843452
43.65158322401661,Glucose,Glycolysis,4.449552207225295
45.708818961487516,Glucose,Glycolysis,4.4847006787744235
47.86300923226385,Glucose,Glycolysis,4.518789520926668
50.11872336272725,Glucose,Glycolysis,4.5518314167095495
52.480746024977286,Glucose,Glycolysis,4.583840433572219
54.954087385762485,Glucose,Glycolysis,4.61483189468288
57.54399373371572,Glucose,Glycolysis,4.644822253359577
60.25595860743581,Glucose,Glycolysis,4.673828971210477
63.095734448019364,Glucose,Glycolysis,4.701870400472635
66.06934480075964,Glucose,Glycolysis,4.728965670955287
69.18309709189363,Glucose,Glycolysis,4.755134581914896
72.44359600749898,Glucose,Glycolysis,4.780397499115688
75.85775750291836,Glucose,Glycolysis,4.804775257261174
79.43282347242814,Glucose,Glycolysis,4.828289067919511
83.17637711026708,Glucose,Glycolysis,4.85096043300886
87.09635899560806,Glucose,Glycolysis,4.872811063857742
91.20108393559097,Glucose,Glycolysis,4.893862805810091
95.49925860214358,Glucose,Glycolysis,4.914137568304812
100.0,Glucose,Glycolysis,4.9336572603251785
0.01,Glucose,Glucose oxidation,0.0014252807371148847
0.010471285480508996,Glucose,Glucose oxidation,0.0014923758161933262
0.01096478196143185,Glucose,Glucose oxidation,0.0015626256332587438
0.01148153621496883,Glucose,Glucose oxidation,0.0016361781581666604
0.012022644346174132,Glucose,Glucose oxidation,0.0017131882662270131
0.012589254117941675,Glucose,Glucose oxidation,0.001793818057101547
0.013182567385564075,Glucose,Glucose oxidation,0.0018782371881029562
0.013803842646028852,Glucose,Glucose oxidation,0.001966623222514595
0.014454397707459272,Glucose,Glucose oxidation,0.002059161993573044
0.01513561248436208,Glucose,Glucose oxidation,0.0021560479847798843
0.015848931924611134,Glucose,Glucose oxidation,0.00225748472723359
0.016595869074375606,Glucose,Glucose oxidation,0.0023636852146975986
0.017378008287493755,Glucose,Glucose oxidation,0.0024748723371462
0.018197008586099836,Glucose,Glucose oxidation,0.002591279333555919
0.019054607179632473,Glucose,Glucose oxidation,0.002713150264736516
0.0199526231496888,Glucose,Glucose oxidation,0.0028407405070224865
0.020892961308540396,Glucose,Glucose oxidation,0.0029743172676730037
0.02187761623949553,Glucose,Glucose oxidation,0.0031141601228554397
0.022908676527677724,Glucose,Glucose oxidation,0.003260561579114962
0.023988329190194897,Glucose,Glucose oxidation,0.00341382765926005
0.025118864315095794,Glucose,Glucose oxidation,0.0035742785136208878
0.026302679918953815,Glucose,Glucose oxidation,0.0037422490576646972
0.02754228703338166,Glucose,Glucose oxidation,0.003918089636978497
0.028840315031266057,Glucose,Glucose oxidation,0.004102166720655827
0.03019951720402016,Glucose,Glucose oxidation,0.00429486362414918
0.03162277660168379,Glucose,Glucose oxidation,0.004496581262674161
0.03311311214825911,Glucose,Glucose oxidation,0.0047077389362743995
0.034673685045253165,Glucose,Glucose oxidation,0.004928775147677816
0.03630780547701014,Glucose,Glucose oxidation,0.005160148454094711
0.038018939632056124,Glucose,Glucose oxidation,0.005402338354125706
0.039810717055349734,Glucose,Glucose oxidation,0.00565584621096298
0.04168693834703355,Glucose,Glucose oxidation,0.005921196213080513
0.04365158322401661,Glucose,Glucose oxidation,0.006198936373618203
0.04570881896148752,Glucose,Glucose oxidation,0.006489639569669992
0.04786300923226385,Glucose,Glucose oxidation,0.006793904622687171
0.05011872336272725,Glucose,Glucose oxidation,0.0071123574212040705
0.05248074602497726,Glucose,Glucose oxidation,0.007445652087083868
0.054954087385762455,Glucose,Glucose oxidation,0.007794472186466566
0.057543993733715694,Glucose,Glucose oxidation,0.008159531986578315
0.06025595860743578,Glucose,Glucose oxidation,0.008541577759530785
0.06309573444801933,Glucose,Glucose oxidation,0.008941389134199673
0.06606934480075961,Glucose,Glucose oxidation,0.009359780497222362
0.06918309709189363,Glucose,Glucose oxidation,0.00979760244409452
0.07244359600749899,Glucose,Glucose oxidation,0.010255743281273435
0.07585775750291836,Glucose,Glucose oxidation,0.010735130580110176
0.07943282347242814,Glucose,Glucose oxidation,0.011236732783332733
0.08317637711026708,Glucose,Glucose oxidation,0.011761560864685683
0.08709635899560805,Glucose,Glucose oxidation,0.012310670042197908
0.09120108393559097,Glucose,Glucose oxidation,0.012885161545396076
0.09549925860214359,Glucose,Glucose oxidation,0.013486184436606681
0.1,Glucose,Glucose oxidation,0.014114937486290837
0.10471285480508996,Glucose,Glucose oxidation,0.014772671102132338
0.1096478196143185,Glucose,Glucose oxidation,0.01546068931134795
0.1148153621496883,Glucose,Glucose oxidation,0.016180351795407052
0.12022644346174131,Glucose,Glucose oxidation,0.01693307597603372
0.12589254117941676,Glucose,Glucose oxidation,0.017720339151014685
0.13182567385564073,Glucose,Glucose oxidation,0.018543680677948742
0.13803842646028852,Glucose,Glucose oxidation,0.019404704203644853
0.1445439770745927,Glucose,Glucose oxidation,0.020305079936402654
0.1513561248436208,Glucose,Glucose oxidation,0.02124654695788943
0.15848931924611134,Glucose,Glucose oxidation,0.022230915570755946
0.16595869074375605,Glucose,Glucose oxidation,0.02326006967750904
0.17378008287493754,Glucose,Glucose oxidation,0.02433596918547543
0.18197008586099836,Glucose,Glucose oxidation,0.025460652431947714
0.19054607179632474,Glucose,Glucose oxidation,0.02663623862279453
0.19952623149688797,Glucose,Glucose oxidation,0.027864930276939558
0.20892961308540398,Glucose,Glucose oxidation,0.02914901566816539
0.2187761623949553,Glucose,Glucose oxidation,0.030490871254673445
0.22908676527677735,Glucose,Glucose oxidation,0.03189296408572881
0.2398832919019491,Glucose,Glucose oxidation,0.033357854173533735
0.25118864315095807,Glucose,Glucose oxidation,0.03488819681720566
0.26302679918953814,Glucose,Glucose oxidation,0.03648674486437944
0.2754228703338166,Glucose,Glucose oxidation,0.038156350894510825
0.28840315031266056,Glucose,Glucose oxidation,0.03989996930642454
0.3019951720402016,Glucose,Glucose oxidation,0.04172065829102816
0.31622776601683794,Glucose,Glucose oxidation,0.04362158166840055
0.3311311214825911,Glucose,Glucose oxidation,0.04560601056666446
0.34673685045253166,Glucose,Glucose oxidation,0.04767732491816878
0.3630780547701014,Glucose,Glucose oxidation,0.049839014746541455
0.38018939632056126,Glucose,Glucose oxidation,0.05209468121613617
0.3981071705534973,Glucose,Glucose oxidation,0.05444803741329155
0.41686938347033553,Glucose,Glucose oxidation,0.05690290882666151
0.4365158322401661,Glucose,Glucose oxidation,0.059463233491672984
0.4570881896148752,Glucose,Glucose oxidation,0.06213306176193687
0.47863009232263826,Glucose,Glucose oxidation,0.06491655566819864
0.5011872336272722,Glucose,Glucose oxidation,0.06781798782318975
0.5248074602497725,Glucose,Glucose oxidation,0.07084173982855219
0.5495408738576245,Glucose,Glucose oxidation,0.07399230013789132
0.5754399373371569,Glucose,Glucose oxidation,0.07727426132799246
0.6025595860743578,Glucose,Glucose oxidation,0.08069231672836136
0.6309573444801934,Glucose,Glucose oxidation,0.0842512563575538
0.6606934480075961,Glucose,Glucose oxidation,0.08795596211329759
0.6918309709189366,Glucose,Glucose oxidation,0.09181140216223181
0.7244359600749902,Glucose,Glucose oxidation,0.09582262447425263
0.758577575029184,Glucose,Glucose oxidation,0.09999474944602549
0.7943282347242817,Glucose,Glucose oxidation,0.10433296155826792
0.8317637711026709,Glucose,Glucose oxidation,0.10884250001199967
0.8709635899560806,Glucose,Glucose oxidation,0.1135286482901727
0.9120108393559097,Glucose,Glucose oxidation,0.11839672259301458
0.9549925860214359,Glucose,Glucose oxidation,0.12345205909813158
1.0,Glucose,Glucose oxidation,0.12869999999999984
1.0471285480508996,Glucose,Glucose oxidation,0.13414587828801933
1.096478196143185,Glucose,Glucose oxidation,0.13979500122789418
1.1481536214968828,Glucose,Glucose oxidation,0.14565263251781785
1.2022644346174132,Glucose,Glucose oxidation,0.15172397309885952
1.2589254117941675,Glucose,Glucose oxidation,0.1580141406081354
1.3182567385564075,Glucose,Glucose oxidation,0.16452814747386493
1.3803842646028852,Glucose,Glucose oxidation,0.1712708776633022
1.4454397707459279,Glucose,Glucose oxidation,0.17824706210781935
1.5135612484362087,Glucose,Glucose oxidation,0.18546125284411727
1.584893192461114,Glucose,Glucose oxidation,0.192917795926621
1.6595869074375613,Glucose,Glucose oxidation,0.20062080318354542
1.7378008287493762,Glucose,Glucose oxidation,0.2085741229078127
1.8197008586099843,Glucose,Glucose oxidation,0.21678130959384673
1.9054607179632483,Glucose,Glucose oxidation,0.22524559285211984
1.9952623149688808,Glucose,Glucose oxidation,0.23396984565498452
2.0892961308540388,Glucose,Glucose oxidation,0.24295655208954967
2.1877616239495516,Glucose,Glucose oxidation,0.2522077748158816
2.2908676527677723,Glucose,Glucose oxidation,0.26172512245128526
2.39883291901949,Glucose,Glucose oxidation,0.27150971712349814
2.5118864315095797,Glucose,Glucose oxidation,0.28156216245686894
2.6302679918953813,Glucose,Glucose oxidation,0.29188251227556283
2.7542287033381663,Glucose,Glucose oxidation,0.3024702403260395
2.8840315031266055,Glucose,Glucose oxidation,0.3133242113369793
3.019951720402016,Glucose,Glucose oxidation,0.3244426537479602
3.1622776601683795,Glucose,Glucose oxidation,0.3358231344479802
3.311311214825911,Glucose,Glucose oxidation,0.3474625358708582
3.4673685045253166,Glucose,Glucose oxidation,0.35935703579612105
3.630780547701014,Glucose,Glucose oxidation,0.37150209020074254
3.801893963205613,Glucose,Glucose oxidation,0.3838924194986286
3.981071705534973,Glucose,Glucose oxidation,0.39652199849071185
4.168693834703355,Glucose,Glucose oxidation,0.4093840503286864
4.365158322401661,Glucose,Glucose oxidation,0.4224710447696294
4.570881896148752,Glucose,Glucose oxidation,0.43577470096702925
4.786300923226385,Glucose,Glucose oxidation,0.4492859950061551
5.011872336272725,Glucose,Glucose oxidation,0.46299517234854853
5.248074602497728,Glucose,Glucose oxidation,0.4768917653020868
5.4954087385762485,Glucose,Glucose oxidation,0.49096461558012255
5.754399373371572,Glucose,Glucose oxidation,0.5052019019563538
6.025595860743581,Glucose,Glucose oxidation,0.5195911729621734
6.309573444801936,Glucose,Glucose oxidation,0.5341193845112365
6.6069344800759575,Glucose,Glucose oxidation,0.5487729422729869
6.918309709189363,Glucose,Glucose oxidation,0.5635377485540055
7.244359600749899,Glucose,Glucose oxidation,0.5783992533845494
7.585775750291836,Glucose,Glucose oxidation,0.5933425094487561
7.943282347242813,Glucose,Glucose oxidation,0.6083522304419067
8.317637711026709,Glucose,Glucose oxidation,0.6234128523880972
8.709635899560805,Glucose,Glucose oxidation,0.63850859740771
9.120108393559097,Glucose,Glucose oxidation,0.6536235393872477
9.549925860214358,Glucose,Glucose oxidation,0.668741670975174
10.0,Glucose,Glucose oxidation,0.6838469713071195
10.471285480508996,Glucose,Glucose oxidation,0.6989234738525879
10.964781961431852,Glucose,Glucose oxidation,0.7139553337734308
11.481536214968829,Glucose,Glucose oxidation,0.7289268941918734
12.02264434617413,Glucose,Glucose oxidation,0.7438227507825984
12.589254117941675,Glucose,Glucose oxidation,0.758627814128949
13.182567385564074,Glucose,Glucose oxidation,0.7733273693170779
13.803842646028853,Glucose,Glucose oxidation,0.7879071322831089
14.45439770745928,Glucose,Glucose oxidation,0.8023533024761168
15.135612484362087,Glucose,Glucose oxidation,0.816652611452954
15.848931924611142,Glucose,Glucose oxidation,0.8307923670784605
16.595869074375614,Glucose,Glucose oxidation,0.8447604930652219
17.378008287493763,Glucose,Glucose oxidation,0.8585455636494921
18.197008586099845,Glucose,Glucose oxidation,0.8721368332630111
19.054607179632484,Glucose,Glucose oxidation,0.8855242611229684
19.952623149688808,Glucose,Glucose oxidation,0.8986985307232406
20.892961308540407,Glucose,Glucose oxidation,0.9116510642682013
21.87761623949552,Glucose,Glucose oxidation,0.9243740321449959
22.908676527677724,Glucose,Glucose oxidation,0.9368603575804131
23.9883291901949,Glucose,Glucose oxidation,0.949103716673761
25.118864315095795,Glucose,Glucose oxidation,0.9610985340369972
26.302679918953814,Glucose,Glucose oxidation,0.9728399743074404
27.542287033381662,Glucose,Glucose oxidation,0.9843239298265446
28.84031503126606,Glucose,Glucose oxidation,0.9955470048004118
30.19951720402016,Glucose,Glucose oxidation,1.0065064962740369
31.622776601683793,Glucose,Glucose oxidation,1.0172003722619194
33.11311214825911,Glucose,Glucose oxidation,1.0276272473829686
34.673685045253166,Glucose,Glucose oxidation,1.0377863563479033
36.30780547701014,Glucose,Glucose oxidation,1.0476775256430997
38.018939632056124,Glucose,Glucose oxidation,1.057301143746516
39.810717055349734,Glucose,Glucose oxidation,1.0666581301994607
41.68693834703355,Glucose,Glucose oxidation,1.0757499038430902
43.65158322401661,Glucose,Glucose oxidation,1.084578350511164
45.708818961487516,Glucose,Glucose oxidation,1.0931457904512638
47.86300923226385,Glucose,Glucose oxidation,1.1014549457258735
50.11872336272725,Glucose,Glucose oxidation,1.1095089078229508
52.480746024977286,Glucose,Glucose oxidation,1.1173111056832272
54.954087385762485,Glucose,Glucose oxidation,1.1248652743289504
57.54399373371572,Glucose,Glucose oxidation,1.1321754242563955
60.25595860743581,Glucose,Glucose oxidation,1.139245811732552
63.095734448019364,Glucose,Glucose oxidation,1.1460809101152036
66.06934480075964,Glucose,Glucose oxidation,1.1526853822953496
69.18309709189363,Glucose,Glucose oxidation,1.1590640543417536
72.44359600749898,Glucose,Glucose oxidation,1.1652218904094473
75.85775750291836,Glucose,Glucose oxidation,1.1711639689574094
79.43282347242814,Glucose,Glucose oxidation,1.176895460305379
83.17637711026708,Glucose,Glucose oxidation,1.1824216055459076
87.09635899560806,Glucose,Glucose oxidation,1.1877476968153227
91.20108393559097,Glucose,Glucose oxidation,1.1928790589162082
95.49925860214358,Glucose,Glucose oxidation,1.1978210322742961
100.0,Glucose,Glucose oxidation,1.2025789572042604
0.01,Glucose,Lactate oxidation,0.38982037254424245
0.010471285480508996,Glucose,Lactate oxidation,0.38980043487789884
0.01096478196143185,Glucose,Lactate oxidation,0.3897795597640667
0.01148153621496883,Glucose,Lactate oxidation,0.3897577032327012
0.012022644346174132,Glucose,Lactate oxidation,0.3897348192617651
0.012589254117941675,Glucose,Lactate oxidation,0.38971085968246527
0.013182567385564075,Glucose,Lactate oxidation,0.389685774080212
0.013803842646028852,Glucose,Lactate oxidation,0.3896595096911133
0.014454397707459272,Glucose,Lactate oxidation,0.3896320112938157
0.01513561248436208,Glucose,Lactate oxidation,0.3896032210964931
0.015848931924611134,Glucose,Lactate oxidation,0.38957307861877644
0.016595869074375606,Glucose,Lactate oxidation,0.38954152056841473
0.017378008287493755,Glucose,Lactate oxidation,0.3895084807124443
0.018197008586099836,Glucose,Lactate oxidation,0.3894738897426392
0.019054607179632473,Glucose,Lactate oxidation,0.3894376751350073
0.0199526231496888,Glucose,Lactate oxidation,0.3893997610030869
0.020892961308540396,Glucose,Lactate oxidation,0.38936006794479294
0.02187761623949553,Glucose,Lactate oxidation,0.3893185128825521
0.022908676527677724,Glucose,Lactate oxidation,0.38927500889645944
0.023988329190194897,Glucose,Lactate oxidation,0.3892294650501791
0.025118864315095794,Glucose,Lactate oxidation,0.3891817862093056
0.026302679918953815,Glucose,Lactate oxidation,0.3891318728518927
0.02754228703338166,Glucose,Lactate oxidation,0.3890796208708506
0.028840315031266057,Glucose,Lactate oxidation,0.38902492136790257
0.03019951720402016,Glucose,Lactate oxidation,0.38896766043878445
0.03162277660168379,Glucose,Lactate oxidation,0.3889077189493673
0.03311311214825911,Glucose,Lactate oxidation,0.38884497230237114
0.034673685045253165,Glucose,Lactate oxidation,0.3887792901943337
0.03630780547701014,Glucose,Lactate oxidation,0.3887105363624954
0.038018939632056124,Glucose,Lactate oxidation,0.38863856832124827
0.039810717055349734,Glucose,Lactate oxidation,0.38856323708780305
0.04168693834703355,Glucose,Lactate oxidation,0.3884843868967138
0.04365158322401661,Glucose,Lactate oxidation,0.3884018549029064
0.04570881896148752,Glucose,Lactate oxidation,0.3883154708728481
0.04786300923226385,Glucose,Lactate oxidation,0.3882250568634993
0.05011872336272725,Glucose,Lactate oxidation,0.38813042688869026
0.05248074602497726,Glucose,Lactate oxidation,0.3880313865725647
0.054954087385762455,Glucose,Lactate oxidation,0.38792773278973985
0.057543993733715694,Glucose,Lactate oxidation,0.38781925329183864
0.06025595860743578,Glucose,Lactate oxidation,0.38770572632005906
0.06309573444801933,Glucose,Lactate oxidation,0.38758692020345575
0.06606934480075961,Glucose,Lactate oxidation,0.3874625929426261
0.06918309709189363,Glucose,Lactate oxidation,0.3873324917785092
0.07244359600749899,Glucose,Lactate oxidation,0.38719635274602754
0.07585775750291836,Glucose,Lactate oxidation,0.3870539002123272
0.07943282347242814,Glucose,Lactate oxidation,0.3869048463994038
0.08317637711026708,Glucose,Lactate oxidation,0.3867488908909304
0.08709635899560805,Glucose,Lactate oxidation,0.38658572012315157
0.09120108393559097,Glucose,Lactate oxidation,0.3864150068597454
0.09549925860214359,Glucose,Lactate oxidation,0.38623640965061506
0.1,Glucose,Lactate oxidation,0.38604957227462167
0.10471285480508996,Glucose,Lactate oxidation,0.38585412316634576
